text,Sentiment
"Nakasakay na ng eroplano si Pangulong Ferdinand R. Marcos Jr. ngayong Sabado, Oktubre 25, patungong Kuala Lumpur, Malaysia para sa gaganaping 47th ASEAN Summit and Related Summits mula Oktubre 26 hanggang 28.

Nakatakdang dumalo si PBBM sa 14 na leader-level meetings at tatlong signing ceremonies sa loob ng nasabing petsa.

“At this summit, I will join fellow ASEAN leaders in reaffirming our commitment to ASEAN centrality as we navigate pressing regional and global challenges,” ani Pangulong Marcos.

Kabilang umano rito ang mga developments sa West Philippine Sea (WPS), sitwasyon sa Myanmar, at “the far reaching impacts of climate change, economic volatility and transnational crime.”

“I will continue to champion our advocacies in promoting an open, inclusive, and rules-based international order, and for the peaceful resolution of the disputes in accordance with international law,” dagdag ni Pangulong Marcos.

#PilipinasToday
#FerdinandMarcosJr
#LizaMarcos
#47thASEANSummit
#KualaLumpur",Neutral
"TINGNAN: Alinsunod sa direktiba ni PBBM at sa pamumuno ni Finance Secretary Ralph Recto, isinusulong ng DOF at BIR ang mas mataas na limit para sa tax-free benefits ng mga manggagawang Pinoy, sa gobyerno man o pribadong sektor. https://t.co/hMMe5sOrx6",Neutral
NEWS UPDATE: Sinabi ni Senate President Pro Tempore Panfilo “Ping” Lacson na muling ipagpapatuloy ng Senate Blue Ribbon Committee ang pagdinig nito sa mga maanomalyang flood control projects sa Nov. 14 kung muli siyang maihahalal bilang chairman ng komite sa Nov. 10. https://t.co/PZi6Euozsl,Neutral
KINUMPIRMA NI SP SOTTO! SI LACSON ULI ANG HAHAWAK NG 'BLUE RIBBON COMMITTEE' https://t.co/ZZiIeWoOpX,Neutral
"UPDATE: President Ferdinand Marcos, Jr. says the BIR will ""recalibrate its priorities"" and ensure that those tagged in anomalous flood control projects would be held liable under the law. 

He also vows to ""uphold fairness in our tax system."" | via @95448023389126 https://t.co/RE6n6W5Hbb",Neutral
@720611602375372 @40144581637579 I’m glad that you agree that the Republican plans to steal the House of Representatives through mid-cycle redistricting is corrupt. Now that democrats are doing it too they are both equally corrupt when it comes to this specific issue.,Negative
"NEWS UPDATE: President Ferdinand Marcos, Jr. says the BIR will ""recalibrate its priorities"" and ensure that those tagged in anomalous flood control projects would be held liable under the law. 

He also vows to ""uphold fairness in our tax system."" @403780272519270",Neutral
"Grabe na ngayon ang presyohan sa PC/Laptop 🥲
BIM with rendering pa lang ubos na pera mo kung simpleng employee kalang ng DPWH. So pano niyo na-afford magka SUV? 🤭",Neutral
@655238675550757 Mas madami pang appearance to kesa sa kay pbbm.,Neutral
"Tumulak na si Pangulong Ferdinand Marcos Jr. nitong Sabado ng umaga, Oktubre 25, para dumalo sa tatlong araw na Association of Southeast Asian Nations (ASEAN) Summit and Related Summits sa Kuala Lumpur, Malaysia.

https://t.co/V4JddNDBRL",Neutral
"This, after the DPWH found out that “several items, like asphalt, steel bar, cement, were overpriced by as much as 50 percent,” said Marcos.",Neutral
"JUST IN: President Ferdinand Marcos, Jr. orders DPWH Secretary Vince Dizon to lower prices of construction materials for PH infra projects “by as much as 50 percent” so the government can save between P30 to P45 billion. @403780272519270",Positive
BIG REAVES! DPWH,Neutral
"#Christmas, #DPWH Secretary Vince Dizon said on Friday, Oct. 24.

#floodcontrol #corruption 

https://t.co/Y4lrBOs0M9",Neutral
"Today's frontpage, Saturday, October 25, 2025

Some of the perpetrators of the #floodcontrol scandal – including the former Department of Public Works and Highways (#DPWH) -Bulacan district engineers Henry Alcantara, Brice Hernandez and Jaypee Mendoza – could be in jail by https://t.co/NEF8eJ9wj2",Neutral
"Ahead of the ASEAN Summit, Pres. Marcos ordered sweeping domestic reforms— fom cutting DPWH project costs by up to 50% to easing tax rules and stabilizing food prices—saying a “strong, transparent Philippines” is key to a stronger ASEAN. @271091238095480 

https://t.co/ITzobza3mZ",Neutral
"EX-MARINE ORLY GUTEZA, MULING IIMBITAHIN SA SENATE BLUE RIBBON HEARING

Muling haharap sa Senado si retired TSgt. Orly Guteza, ang ex-Marine na unang nagbunyag ng umano’y male-maletang may lamang ₱48 milyon bawat isa na dinala raw niya sa mga bahay nina dating Speaker Martin Romualdez at dating kongresista Zaldy Co — mga paratang na parehong itinanggi ng dalawang opisyal.

Sa pagbabalik ng sesyon sa Nobyembre 10, nakatakda namang bumalik bilang Blue Ribbon Committee chair si Senador Ping Lacson, na muling magsasagawa ng pagdinig sa Nobyembre 14 upang ituloy ang imbestigasyon sa multi-bilyong pisong flood control scam.

“To help speed up the filing of airtight cases against some politicians, DPWH officials and errant contractors, we will invite among others, a ‘very important witness’ and retired TSgt. Orly Guteza to shed more light on his ‘sinumpaang salaysay,’”
— Sen. Panfilo Lacson

Ang muling pagdinig ay inaasahang magbibigay-linaw sa mga detalye ng salaysay ni Guteza at maaaring magbukas ng mas malalim na impormasyon hinggil sa mga anomalya sa Department of Public Works and Highways (DPWH).

Si Guteza ay naging sorpresa noong Setyembre 25 hearing, nang isiwalat niyang personal siyang naghatid ng pera sa mga nasasangkot na mambabatas — na ngayon ay iniimbestigahan sa pinakamalaking kaso ng korapsyon sa public works spending sa kasaysayan ng bansa.

#SenateHearing #Marcos #VPSaraDuterte #Duterte #AngBalitaNgayon",Positive
@325680252986141 lol siya lang talaga naparusahan mga kupal na politiko nakaligtas paging Discaya magiging kamukha lang kayo ni Napolis kung ako sa inyo gandahan na ninyo pagkanta kung hindi kayo lang pasasaluhin ng mga kasalanan ng mga magnanakaw sa gubyerno,Positive
"#LOOK | DPWH Builds New Multi-Purpose Building in Narra, Palawan to Improve Public Service Delivery

Better facilities, better service!

Read: https://t.co/j4TDTFkxS2 https://t.co/IAxFIdrRmq",Positive
@520185564512060 Eh mga ddshits na mas pogi daw si marcoleta kesa kay vico sotto? Hahahahaha,Positive
"Ang buhok mo nalagas na, malapit ka nang makalbo at amoy lupa kana. Tigilan mo na ang trolling. Si tatay Digong mo hindi na makakauwi. Pagandahin mo sarili kahit sa AI man lang. Ikaw iyong male version ni marcoleta. 
Hahaha 🤣",Neutral
"Kung mahalal muli siya bilang chairman ng Senate Blue Ribbon Committee, itatakda ni Senate President Pro Tempore Panfilo “Ping” Lacson sa Nov. 14 ang susunod na pagdinig ng komite para talakayin ang mga maanomalyang flood control project.

@152707895827741

https://t.co/Z4I52I0mZO https://t.co/m6jHsg1Hzv",Neutral
"Kung muling maitalaga bilang Senate Blue Ribbon chairman, inihayag ni Senate Pro Tempore Ping Lacson na agad nitong ipagpapatuloy ang mga pagdinig kaugnay ng maanomalyang flood control projects.

https://t.co/M4fkn8p7M4",Neutral
"JUST IN: Senate President Pro Tempore Panfilo ""Ping"" Lacson will set the Senate Blue Ribbon Committee’s next hearing on anomalous flood control projects on Nov. 14 should he be reelected as its chairman.

Lacson adds that a ""very important witness"" will be invited to the hearing. | via Dhel Nazario",Positive
"@964565329998636 @21415516002714 MDS - Marcoleta Defensor Santiago
🤭😂🤣....maipilit lang talaga eh..🤣🤣🤣🤣",Neutral
"Sandigan Bayan? Paano na yung flood control issues nito if acquitted lang pala! Hindi lang yan, lagi kayong pumapabor sa mga corrupt!",Negative
@847322712693691 Hindi lang si martin sinabi niya jan pati si zaldy co,Neutral
"NEWS UPDATE: Kinumpirma ni Senate President Pro Tempore Panfilo Lacson na itutuloy ang pagdinig ng Senate Blue Ribbon Committee sa Nov. 14, kung siya ay maitatalaga muli bilang chairperson ng komite. | via Daniel Manalastas https://t.co/qbYx2yNonL",Neutral
@234551606734238 @847322712693691 Hindi lang si martin sinabi niya jan pati si zaldy co,Neutral
"🚨Eric Yap, Paolo Duterte, and the P51-B Flood Control Funds

1. Rep. Eric Yap is the lone district representative of Benguet (former rep for ACT-CIS Party-list) and chaired the House Appropriations Committee from March 2020 to July 2022. [1]

2. DPWH filed graft and malversation complaints (through falsification of public documents) over allegedly paid-for but unfinished or substandard flood-control projects in La Union and Davao Occidental.

The complaints were lodged against 22 DPWH officials and two contractors, Silverwolves Construction Corp. and St. Timothy Corp. [2]

3. Rep. Eric Yap was named a “person of interest” in connection with these projects. 

Ombudsman Boying Remulla and DPWH Secretary Vince Dizon both said Yap appears to be the beneficial or previous owner of Silverwolves. [3]

4. DPWH Usec. Maria Catalina Cabral confirmed that Rep. Paolo Duterte received about ₱51 billion in infrastructure allocations under the last three years of the Duterte administration. 

According to Rep. Terry Ridon, this amount was reflected in the General Appropriations Acts (GAAs) for 2020, 2021, and 2022 for Duterte’s district. [4]

Is it coincidence that these allocations overlap with Eric Yap’s tenure as Appropriations Chair (2020–2022)?

While Paolo Duterte insists there were no anomalies and Yap denies any kickback scheme, the public will know eventually.

=============

Sources: 

[1] Eric Yap’s Wikipedia entry - https://t.co/rBq2g0nhi2

[2] Philstar – DPWH files charges against 22 gov't officials, contractors in flood control scandal – https://t.co/8X2sJfso0n

[3] GMA News – Ombudsman says Eric Yap a ‘person of interest’ in unfinished flood control projects – https://t.co/drA1SqVDfH

[4] Inquirer – District of Paolo Duterte got P51B infra projects during father’s term – https://t.co/pPfNGcK379",Neutral
"Tinitingnan ng National Bureau of Investigation (NBI) na posibleng sanhi ng sunog sa Bureau of Research and Standards ng Department of Public Works and Highways (DPWH) sa Quezon City noong Miyerkules ang octopus wiring o saksakang labis ang koneksyon. #BrigadaNews

BUONG DETALYE: https://t.co/ha4D7L2e8X",Neutral
@847322712693691 Nagalit tuloy si direk marcoleta piluk,Neutral
ghost projects ng DPWH,Neutral
"PBBM DEPARTS TO JOIN THE 47TH ASEAN SUMMIT

Lilipad na si Pres. Bongbong Marcos patungong Kuala Lumpur, Malaysia para sa 47th Association of Southeast Asian Nations (ASEAN) Summit at related summits mula October 26 hanggang 28.

Inaaasahang dadalo ang pangulo sa 14 Leaders’ level meetings, tatlong signing ceremonies gaya ng Declaration on the Admission of Timor-Leste as ASEAN’s 11th Member, at sasaksihan ang pagpirma ng Second Protocol to Amend the ASEAN Trade in Goods Agreement (ATIGA) at ASEAN-China Free Trade Area 3.0 Upgrade.

""I will join fellow ASEAN leaders in reaffirming our commitment to ASEAN centrality, as we navigate pressing regional and global challenges including developments in the South China Sea,"" saad ni PBBM sa kanyang departure speech sa Villamor Airbase sa Pasay ngayong Sabado, October 25.

""I will continue to champion our advocacies in promoting an open, inclusive, and rules-based international order and for the peaceful resolution of disputes in accordance with international law,"" dagdag pa niya.",Neutral
@774669599076699 @980849822610007 Wait ka Panelo baka pinagiisipan na yan ni PBBM bago mo pa sinabi.,Neutral
"A “very important witness” may soon take center stage when the Senate blue ribbon committee resumes its investigation into the multibillion-peso flood control scandal, with Senate President Pro Tempore Panfilo  Lacson possibly returning as its chair.
 
https://t.co/LglgxRHaWW",Positive
"@666923113467151 hello Uhm. Di sila related by blood, Tito Sen is Sharon’s uncle by marriage to Helen Gamboa, who is the sister of her mom. Vico Sotto is not related to Sen. Kiko.",Neutral
"@951074506968504 ""totally inspiring"" and ""encouraging"" 'some senators, congressmen and dpwh contractors hailed' kaya mas lalakihan namin ang nakaw para maka encourage and maka inspire din kami ng mga future senatong and tongressmen.🤣(totally punyeta)",Positive
"A “very important witness” may soon take center stage when the Senate blue ribbon committee resumes its investigation into the multibillion-peso flood control scandal, with Senate President Pro Tempore Panfilo Lacson possibly returning as its chair.

https://t.co/zzTcoGUYfo",Positive
"THE GHOST OF ORLY GUTEZA

It’s been one whole month since Orly Guteza appeared in the Senate Blue Ribbon Committee hearing on September 25.

He hasn’t been seen or heard since then.

Minumulto tayo ng isang witness na hindi natin makumpirma kung peke or planted talaga dahil ayaw nya magpakita at matanong ulet.

Well done to Senator Marcoleta for getting him to appear at least once. And now he disappeared!

What a great magic act.

#NeverForget
#Accountability",Positive
"@403780272519270 @297608805448865 Pati sa kulungan, special treatment ang mga corrupt sa flood control! Isama na mga yan sa pangkalahatan na pihitan! This is NOT good governance!",Negative
"PBBM PARA SA 47TH ASEAN SUMMIT

Lilipad na si Pres. Bongbong Marcos patungong Kuala Lumpur, Malaysia para sa 47th Association of Southeast Asian Nations (ASEAN) Summit at related summits ngayong Sabado, October 25.

📸: RTVM/Facebook https://t.co/iz2mqfKi2I",Neutral
"Bulacan 6th District Representative Salvador A. Pleyto Sr. has denied allegations linking him to supposed remittances from the Discaya couple, following reports that his name was mentioned in a document cited by Ombudsman Jesus Crispin Remulla. https://t.co/BU2MniCroX",Neutral
